,id,Actual,BERT,RoBERTa,XLNet,ELECTRA,Big-Bird,ALBERT,DistilBERT,SciBERT,PatentSBERTa,BioBERT
0,US9018239B2,0,0,0,0,0,0,0,0,0,0,0
1,US9976634B2,0,0,0,0,0,0,0,0,0,0,0
2,US9718243B2,0,0,0,0,0,0,0,0,0,0,0
3,US9392445B2,0,0,0,0,0,0,0,0,0,0,0
4,US9090200B2,0,0,0,0,0,0,0,0,0,0,0
5,US9080016B2,0,0,0,0,0,0,0,0,0,0,0
6,US9791320B2,0,0,0,0,0,0,0,0,0,0,0
7,US5293181A,0,0,0,0,0,0,0,0,0,0,0
8,US8284566B2,0,0,0,0,0,0,0,0,0,0,0
9,US9977411B2,1,1,1,1,1,1,1,1,1,1,1
10,US9214704B2,0,0,0,0,0,0,0,0,0,0,0
11,US10092923B2,0,0,0,0,0,0,0,0,0,0,0
12,US9456488B2,0,0,0,0,0,0,0,0,0,0,0
13,US9913041B2,0,0,0,0,0,0,0,0,0,0,0
14,US7005335B2,0,0,0,0,0,0,0,0,0,0,0
15,US9285063B2,0,0,0,0,0,0,0,0,0,0,0
16,US9723883B1,0,0,0,0,0,0,0,0,0,0,0
17,US9070486B2,0,0,0,0,0,0,0,0,0,0,0
18,US7241361B2,0,0,0,0,0,0,0,0,0,0,0
19,US9186524B2,0,0,0,0,0,0,0,0,0,0,0
20,US4529771A,0,0,0,0,0,0,0,0,0,0,0
21,US9640899B2,0,0,0,0,0,0,0,0,0,0,0
22,US9518026B2,0,0,0,0,0,0,0,0,0,0,0
23,US7931952B2,0,0,0,0,0,0,0,0,0,0,0
24,US5435688A,0,0,0,0,0,0,0,0,0,0,0
25,US9036916B2,1,1,1,1,1,1,1,1,1,1,1
26,US9475746B2,0,0,0,0,0,0,0,0,0,0,0
27,US9778294B2,0,0,0,0,0,0,0,0,0,0,0
28,US9659236B2,1,1,1,1,1,1,1,1,1,1,1
29,US9305748B2,0,0,0,0,0,0,0,0,0,0,0
30,US6536310B2,0,0,0,0,0,0,0,0,0,0,0
31,US9991574B2,0,0,0,0,0,0,0,0,0,0,0
32,US9259078B1,0,0,0,0,0,0,0,0,0,0,0
33,US9966614B2,0,0,0,0,0,0,0,0,0,0,0
34,US9815358B1,0,0,0,0,0,0,0,0,0,0,0
35,US6032049A,0,0,0,0,0,0,0,0,0,0,0
36,US9397206B2,0,0,0,0,0,0,0,0,0,0,0
37,US4786534A,0,0,0,0,0,0,0,0,0,0,0
38,US9994679B2,0,0,0,0,0,0,0,0,0,0,0
39,US6027800A,0,0,0,0,0,0,0,0,0,0,0
40,US9132281B2,0,0,0,0,0,0,0,0,0,0,0
41,US10030161B2,0,0,0,0,0,0,0,0,0,0,0
42,US5941102A,0,0,0,0,0,0,0,0,0,0,0
43,US9397209B2,0,0,0,0,0,0,0,0,0,0,0
44,US6361755B1,0,0,0,0,0,0,0,0,0,0,0
45,US9490229B2,0,0,0,0,0,0,0,0,0,0,0
46,US9828842B2,0,0,0,0,0,0,0,0,0,0,0
47,US9347086B2,0,0,0,0,0,0,0,0,0,0,0
48,US9360001B2,0,0,0,0,0,0,0,0,0,0,0
49,US10039696B2,0,0,0,0,0,0,0,0,0,0,0
50,US9888530B2,0,0,0,0,0,0,0,0,0,0,0
51,US6843517B2,0,0,0,0,0,0,0,0,0,0,0
52,US4545606A,0,0,0,0,0,0,0,0,0,0,0
53,US6874698B1,0,0,0,0,0,0,0,0,0,0,0
54,US4867770A,0,0,0,0,0,0,0,0,0,0,0
55,US9090850B1,0,0,0,0,0,0,0,0,0,0,0
56,US7331788B2,0,0,0,0,0,0,0,0,0,0,0
57,US9563045B2,0,0,0,0,0,0,0,0,0,0,0
58,US5984618A,0,0,0,0,0,0,0,0,0,0,0
59,US9914812B2,0,0,0,0,0,0,0,0,0,0,0
60,US9968356B2,0,0,0,0,0,0,0,0,0,0,0
61,US9237807B1,0,0,0,0,0,0,0,0,0,0,0
62,US9757641B2,0,0,0,0,0,0,0,0,0,0,0
63,US10137568B2,0,0,0,0,0,0,0,0,0,0,0
64,US7384285B2,0,0,0,0,0,0,0,0,0,0,0
65,US10023765B2,0,0,0,0,0,0,0,0,0,0,0
66,US9658130B2,0,0,0,0,0,0,0,0,0,0,0
67,US4621864A,0,0,0,0,0,0,0,0,0,0,0
68,US6815234B2,0,0,0,0,0,0,0,0,0,0,0
69,US9227938B2,0,0,0,0,0,0,0,0,0,0,0
70,US9168499B1,0,0,0,0,0,0,0,0,0,0,0
71,US9342178B2,0,0,0,0,0,0,0,0,0,0,0
72,US9506292B2,0,0,0,0,0,0,0,0,0,0,0
73,US9630757B1,0,0,0,0,0,0,0,0,0,0,0
74,US6681881B2,0,0,0,0,0,0,0,0,0,0,0
75,US4917964A,0,0,0,0,0,0,0,0,0,0,0
76,US9677758B2,0,0,0,0,0,0,0,0,0,0,0
77,US9396976B2,0,0,0,0,0,0,0,0,0,0,0
78,US8837044B2,0,0,0,0,0,0,0,0,0,0,0
79,US5032674A,0,0,0,0,0,0,0,0,0,0,0
80,US9884087B1,1,1,1,0,0,1,0,1,0,1,1
81,US5056343A,0,0,0,0,0,0,0,0,0,0,0
82,US8485381B2,0,0,0,0,0,0,0,0,0,0,0
83,US5597336A,0,0,0,0,0,0,0,0,0,0,0
84,US8985395B2,0,0,0,0,0,0,0,0,0,0,0
85,US9822680B2,0,0,0,0,0,0,0,0,0,0,0
86,US5956359A,0,0,0,0,0,0,0,0,0,0,0
87,US5937790A,0,0,0,0,0,0,0,0,0,0,0
88,US9689278B2,0,0,0,0,0,0,0,0,0,0,0
89,US9095984B2,0,0,0,0,0,0,0,0,0,0,0
90,US8011924B2,0,0,0,0,0,0,0,0,0,0,0
91,US7790540B2,0,0,0,0,0,0,0,0,0,0,0
92,US6545233B2,0,0,0,0,0,0,0,0,0,0,0
93,US9636393B2,0,0,0,0,0,0,0,0,0,0,0
94,US9415379B2,0,0,0,0,0,0,0,0,0,0,0
95,US10039508B2,0,0,0,0,0,0,0,0,0,0,0
96,US7743870B2,0,0,0,0,0,0,0,0,0,0,0
97,US5444186A,0,0,0,0,0,0,0,0,0,0,0
98,US4907914A,0,0,0,0,0,0,0,0,0,0,0
99,US7075135B2,0,0,0,0,0,0,0,0,0,0,0
100,US10087042B2,0,0,0,0,0,0,0,0,0,0,0
101,US8403587B2,0,0,0,0,0,0,0,0,0,0,0
102,US10004136B2,0,0,0,0,0,0,0,0,0,0,0
103,US7438861B2,0,0,0,0,0,0,0,0,0,0,0
104,US9340967B2,0,0,0,0,0,0,0,0,0,0,0
105,US5112155A,0,0,0,0,0,0,0,0,0,0,0
106,US9162590B2,0,0,0,0,0,0,0,0,0,0,0
107,US10023926B2,0,0,0,0,0,0,0,0,0,0,0
108,US9210425B2,0,1,0,0,0,0,0,0,0,0,0
109,US9862223B2,0,0,0,0,0,0,0,0,0,0,0
110,US9962219B2,0,0,0,0,0,0,0,0,0,0,0
111,US9611692B1,0,0,0,0,0,0,0,0,0,0,0
112,US9214635B2,0,0,0,0,0,0,0,0,0,0,0
113,US4832710A,0,0,0,0,0,0,0,0,0,0,0
114,US9668407B2,0,0,0,0,0,0,0,0,0,0,0
115,US9340276B2,0,0,0,0,0,0,0,0,0,0,0
116,US5142919A,0,0,0,0,0,0,0,0,0,0,0
117,US9523238B2,0,0,0,0,0,0,0,0,0,0,0
118,US7503105B2,0,0,0,0,0,0,0,0,0,0,0
119,US9772727B2,0,0,0,0,0,0,0,0,0,0,0
120,US9840314B2,0,0,0,0,0,0,0,0,0,0,0
121,US9198991B2,0,0,0,0,0,0,0,0,0,0,0
122,US9319798B2,0,0,0,0,0,0,0,0,0,0,0
123,US9155808B2,0,0,0,0,0,0,0,0,0,0,0
124,US9427010B2,0,0,0,0,0,0,0,0,0,0,0
125,US9902421B2,0,0,0,0,0,0,0,0,0,0,0
126,US9719320B2,0,0,0,0,0,0,0,0,0,0,0
127,US9228479B2,0,0,0,0,0,0,0,0,0,0,0
128,US4885660A,0,0,0,0,0,0,0,0,0,0,0
129,US9788848B2,0,0,0,0,0,0,0,0,0,0,0
130,US9758747B2,0,0,0,0,0,0,0,0,0,0,0
131,US9958185B2,0,0,0,0,0,0,0,0,0,0,0
132,US9945398B2,0,0,0,0,0,0,0,0,0,0,0
133,US9394033B2,0,0,0,0,0,0,0,0,0,0,0
134,US9550153B2,0,0,0,0,0,0,0,0,0,0,0
135,US6243968A,0,0,0,0,0,0,0,0,0,0,0
136,US9433703B2,0,1,1,1,1,1,1,0,0,0,0
137,US9120978B2,0,0,0,0,0,0,0,0,0,0,0
138,US5415034A,0,0,0,0,0,0,0,0,0,0,0
139,US7854462B2,0,0,0,0,0,0,0,0,0,0,0
140,US9039438B2,0,0,0,0,0,0,0,0,0,0,0
141,US10039523B2,0,0,0,0,0,0,0,0,0,0,0
142,US9739917B2,0,0,0,0,0,0,0,0,0,0,0
143,US9026322B2,0,0,0,0,0,0,0,0,0,0,0
144,US9188502B2,0,0,0,0,0,0,0,0,0,0,0
145,US9928698B2,0,0,0,0,0,0,0,0,0,0,0
146,US7311430B2,0,0,0,0,0,0,0,0,0,0,0
147,US9339412B2,0,0,0,0,0,0,0,0,0,0,0
148,US8985016B2,0,0,0,0,0,0,0,0,0,0,0
149,US9627934B2,0,0,0,0,0,0,0,0,0,0,0
150,US8945139B2,0,0,0,0,0,0,0,0,0,0,0
151,US5990526A,0,0,0,0,0,0,0,0,0,0,0
152,US9406440B2,0,0,0,0,0,0,0,0,0,0,0
153,US7344247B2,0,0,0,0,0,0,0,0,0,0,0
154,US5388694A,0,0,0,0,0,0,0,0,0,0,0
155,US8025972B2,0,0,0,0,0,0,0,0,0,0,0
156,US9397464B2,0,0,0,0,0,0,0,0,0,0,0
157,US8903232B1,0,0,0,0,0,0,0,0,0,0,0
158,US4701075A,0,0,0,0,0,0,0,0,0,0,0
159,US6610949B2,0,0,0,0,0,0,0,0,0,0,0
160,US9169699B2,0,0,0,0,0,0,0,0,0,0,0
161,US8574629B2,0,0,0,0,0,0,0,0,0,0,0
162,US8028939B2,0,0,0,0,0,0,0,0,0,0,0
163,US10092781B2,0,0,0,0,0,0,0,0,0,0,0
164,US10135323B2,0,0,0,0,0,0,0,0,0,0,0
165,US10141925B1,0,0,0,0,0,0,0,0,0,0,0
166,US9695262B2,0,0,0,0,0,0,0,0,0,0,0
167,US9449809B2,0,0,0,0,0,0,0,0,0,0,0
168,US9955093B2,0,0,0,0,0,0,0,0,0,0,0
169,US8217003B2,0,0,0,0,0,0,0,0,0,0,0
170,US9616368B2,0,0,0,0,0,0,0,0,0,0,0
171,US9899297B1,0,0,0,0,0,0,0,0,0,0,0
172,US9271720B2,0,0,0,0,0,0,0,0,0,0,0
173,US10048691B2,1,1,1,1,1,1,1,1,1,1,1
174,US7445942B2,0,0,0,0,0,0,0,0,0,0,0
175,US9891993B2,0,0,0,0,0,0,0,0,0,0,0
176,US9252047B2,0,0,0,0,0,0,0,0,0,0,0
177,US9587058B2,0,0,0,0,0,0,0,0,0,0,0
178,US9683624B2,0,0,0,0,0,0,0,0,0,0,0
179,US9235946B2,0,0,0,0,0,0,0,0,0,0,0
180,US6751302B1,0,0,0,0,0,0,0,0,0,0,0
181,US9452019B2,0,0,0,0,0,0,0,0,0,0,0
182,US9249290B2,0,0,0,0,0,0,0,0,0,0,0
183,US9462781B2,0,0,0,0,0,0,0,0,0,0,0
184,US5184446A,0,0,0,0,0,0,0,0,0,0,0
185,US4957219A,0,0,0,0,0,0,0,0,0,0,0
186,US8935452B2,0,0,0,0,0,0,0,0,0,0,0
187,US9079539B2,0,0,0,0,0,0,0,0,0,0,0
188,US4771543A,0,0,0,0,0,0,0,0,0,0,0
189,US5139073A,0,0,0,0,0,0,0,0,0,0,0
190,US5872310A,0,0,0,0,0,0,0,0,0,0,0
191,US7854421B2,0,0,0,0,0,0,0,0,0,0,0
192,US5921701A,0,0,0,0,0,0,0,0,0,0,0
193,US5731993A,0,0,0,0,0,0,0,0,0,0,0
194,US9687404B2,0,0,0,0,0,0,0,0,0,0,0
195,US9513151B2,1,1,1,1,1,1,1,1,1,1,1
196,US9336770B2,1,1,1,1,1,1,1,1,1,1,1
197,US9743933B2,0,0,0,0,0,0,0,0,0,0,0
198,US7871967B2,0,0,0,0,0,0,0,0,0,0,0
199,US10043846B2,0,0,0,0,0,0,0,0,0,0,0
200,US9534086B2,0,0,0,0,0,0,0,0,0,0,0
201,US9061612B2,0,0,0,0,0,0,0,0,0,0,0
202,US9085856B2,0,0,0,0,0,0,0,0,0,0,0
203,US9463142B2,0,0,0,0,0,0,0,0,0,0,0
204,US9709999B2,0,0,0,0,0,0,0,0,0,0,0
205,US9273485B2,0,0,0,0,0,0,0,0,0,0,0
206,US9322344B2,0,0,0,0,0,0,0,0,0,0,0
207,US9155937B2,0,0,0,0,0,0,0,0,0,0,0
208,US9099341B2,0,0,0,0,0,0,0,0,0,0,0
209,US9109238B2,0,0,0,0,0,0,0,0,0,0,0
210,US9024055B2,0,0,0,0,0,0,0,0,0,0,0
211,US9231324B2,0,0,0,0,0,0,0,0,0,0,0
212,US9729031B2,0,0,0,0,0,0,0,0,0,0,0
213,US10037220B2,0,0,0,0,0,0,0,0,0,0,0
214,US9884952B2,0,0,0,0,0,0,0,0,0,0,0
215,US9682333B2,0,0,0,0,0,0,0,0,0,0,0
216,US9724807B2,0,0,0,0,0,0,0,0,0,0,0
217,US4926203A,0,0,0,0,0,0,0,0,0,0,0
218,US9114509B2,0,0,0,0,0,0,0,0,0,0,0
219,US9273547B2,0,0,0,0,0,0,0,0,0,0,0
220,US9932268B2,0,0,0,0,0,0,0,0,0,0,0
221,US6381321B1,0,0,0,0,0,0,0,0,0,0,0
222,US9690650B2,0,0,0,0,0,0,0,0,0,0,0
223,US7276556B2,0,0,0,0,0,0,0,0,0,0,0
224,US9242843B2,0,0,0,0,0,0,0,0,0,0,0
225,US9102762B2,0,0,0,0,0,0,0,0,0,0,0
226,US9940295B2,0,0,0,0,0,0,0,0,0,0,0
227,US10069030B2,0,0,0,0,0,0,0,0,0,0,0
228,US8997315B2,0,0,0,0,0,0,0,0,0,0,0
229,US9274423B2,0,0,0,0,0,0,0,0,0,0,0
230,US9989191B2,0,0,0,0,0,0,0,0,0,0,0
231,US9779354B2,1,1,1,1,1,1,1,1,1,1,1
232,US9109748B2,0,0,0,0,0,0,0,0,0,0,0
233,US10074159B2,0,0,0,0,0,0,0,0,0,0,0
234,US5884331A,0,0,0,0,0,0,0,0,0,0,0
235,US8304482B2,0,0,0,0,0,0,0,0,0,0,0
236,US4791429A,0,0,0,0,0,0,0,0,0,0,0
237,US9219015B2,0,0,0,0,0,0,0,0,0,0,0
238,US9507285B2,0,0,0,0,0,0,0,0,0,0,0
239,US6728525B1,0,0,0,0,0,0,0,0,0,0,0
240,US7879201B2,0,0,0,0,0,0,0,0,0,0,0
241,US9733120B2,0,0,0,0,0,0,0,0,0,0,0
242,US9255354B2,0,0,0,0,0,0,0,0,0,0,0
243,US8520096B2,1,1,1,1,1,1,1,1,1,1,1
244,US9102065B2,0,0,0,0,0,0,0,0,0,0,0
245,US9733911B2,0,0,0,0,0,0,0,0,0,0,0
246,US9664084B2,0,0,0,0,0,0,0,0,0,0,0
247,US8969548B2,0,0,0,0,0,0,0,0,0,0,0
248,US4946592A,0,0,0,0,0,0,0,0,0,0,0
249,US9101097B2,0,0,0,0,0,0,0,0,0,0,0
250,US6950185B1,0,0,0,0,0,0,0,0,0,0,0
251,US7301501B2,0,0,0,0,0,0,0,0,0,0,0
252,US8014936B2,1,1,1,1,1,1,1,1,1,1,1
253,US8009507B2,0,0,0,0,0,0,0,0,0,0,0
254,US8571474B2,0,0,0,0,0,0,0,0,0,0,0
255,US9039345B2,0,0,0,0,0,0,0,0,0,0,0
256,US9329908B2,1,1,1,1,1,1,0,1,1,1,1
257,US10068233B2,1,1,1,1,1,1,1,1,1,1,1
258,US4572107A,0,0,0,0,0,0,0,0,0,0,0
259,US9061419B2,0,0,0,0,0,1,0,0,0,0,0
260,US9846378B2,0,0,0,0,0,0,0,0,0,0,0
261,US9249065B2,0,0,0,0,0,0,0,0,0,0,0
262,US4733263A,0,0,0,0,0,0,0,0,0,0,0
263,US10004562B2,0,0,0,0,0,0,0,0,0,0,0
264,US7783415B2,1,1,1,1,1,1,1,1,1,1,1
265,US5436679A,0,0,0,0,0,0,0,0,0,0,0
266,US4904180A,0,0,0,0,0,0,0,0,0,0,0
267,US9254824B2,1,1,1,1,1,1,1,1,1,1,1
268,US10114107B2,0,0,0,0,0,0,0,0,0,0,0
269,US7976077B2,0,0,0,0,0,0,0,0,0,0,0
270,US9041650B2,0,0,1,1,0,1,1,1,0,0,0
271,US9210173B2,0,0,0,0,0,0,0,0,0,0,0
272,US8967439B2,0,0,0,0,0,0,0,0,0,0,0
273,US10034721B1,0,0,0,0,0,0,0,0,0,0,0
274,US4622980A,0,0,0,0,0,0,0,0,0,0,0
275,US7986876B2,0,0,0,0,0,0,0,0,0,0,0
276,US6779920B2,0,0,0,0,0,0,0,0,0,0,0
277,US5470937A,0,0,0,0,0,0,0,0,0,0,0
278,US9656384B1,0,0,0,0,0,0,0,0,0,0,0
279,US9409178B2,0,0,0,0,0,0,0,0,0,0,0
280,US9859614B2,0,0,0,0,0,0,0,0,0,0,0
281,US9388400B2,0,0,0,0,0,0,0,0,0,0,0
282,US9875228B1,0,0,0,0,0,0,0,0,0,0,0
283,US7519191B2,0,0,0,0,0,0,0,0,0,0,0
284,US5349606A,0,0,0,0,0,0,0,0,0,0,0
285,US9323840B2,0,1,1,1,1,1,1,0,1,0,1
286,US9444734B2,0,0,0,0,0,0,0,0,0,0,0
287,US9815377B2,0,0,0,0,0,0,0,0,0,0,0
288,US8971821B2,0,0,0,0,0,0,0,0,0,0,0
289,US10132717B2,0,0,0,0,0,0,0,0,0,0,0
290,US8686328B2,0,0,0,0,0,0,0,0,0,0,0
291,US8211390B2,0,0,0,0,0,0,0,0,0,0,0
292,US6986591B2,0,0,0,0,0,0,0,0,0,0,0
293,US8936290B1,0,0,0,0,0,0,0,0,0,0,0
294,US9324868B2,0,0,0,0,0,0,0,0,0,0,0
295,US7831380B2,1,1,1,1,1,1,1,1,1,1,1
296,US9939411B2,0,0,0,0,0,0,0,0,0,0,0
297,US9831150B2,0,0,0,0,0,0,0,0,0,0,0
298,US9488877B2,0,0,0,0,0,0,0,0,0,0,0
299,US7854828B2,0,0,0,0,0,0,0,0,0,0,0
300,US9872759B2,0,0,0,0,0,0,0,0,0,0,0
301,US9789407B1,0,0,0,0,0,0,0,0,0,0,0
302,US9088408B2,0,0,0,0,0,0,0,0,0,0,0
303,US9108612B2,0,0,0,0,0,0,0,0,0,0,0
304,US6733060B1,0,0,0,0,0,0,0,0,0,0,0
305,US8978583B2,0,0,0,0,0,0,0,0,0,0,0
306,US9068908B2,0,0,0,0,0,0,0,0,0,0,0
307,US9644301B2,0,0,0,0,0,0,0,0,0,0,0
308,US4604629A,0,0,0,0,0,0,0,0,0,0,0
309,US10133744B2,0,0,0,0,0,0,0,0,0,0,0
310,US5900814A,0,0,0,0,0,0,0,1,0,0,0
311,US9147128B1,1,1,1,1,1,1,1,1,1,1,1
312,US9559913B2,0,0,0,0,0,0,0,0,0,0,0
313,US9384943B2,0,0,0,0,0,0,0,0,0,0,0
314,US9846603B2,0,0,0,0,0,0,0,0,0,0,0
315,US9420608B2,0,0,0,0,0,0,0,0,0,0,0
316,US9346210B2,0,0,0,0,0,0,0,0,0,0,0
317,US9410906B2,0,0,0,0,0,0,0,0,0,0,0
318,US5367351A,0,0,0,0,0,0,0,0,0,0,0
319,US9633246B2,1,0,0,0,0,0,0,0,0,0,0
320,US6576580B2,0,0,0,0,0,0,0,0,0,0,0
321,US9433189B2,0,0,0,0,0,0,0,0,0,0,0
322,US6783528B2,0,0,0,0,0,0,0,0,0,0,0
323,US10005957B2,0,0,0,0,0,0,0,0,0,0,0
324,US10015138B2,1,1,1,1,1,1,1,1,1,1,1
325,US4860039A,0,0,0,0,0,0,0,0,0,0,0
326,US9562416B2,0,0,0,0,0,0,0,0,0,0,0
327,US9976416B2,0,0,0,0,0,0,0,0,0,0,0
328,US9861329B2,0,0,0,0,1,1,0,0,0,0,0
329,US9740129B2,0,0,0,0,0,0,0,0,0,0,0
330,US9142151B2,0,0,0,0,0,0,0,0,0,0,0
331,US9480047B2,0,0,0,0,0,0,0,0,0,0,0
332,US10123571B2,0,0,0,0,0,0,0,0,0,0,0
333,US9519573B2,0,0,0,0,0,0,0,0,0,0,0
334,US9547602B2,0,0,0,0,0,0,0,0,0,0,0
335,US9934352B2,0,0,0,0,0,0,0,0,0,0,0
336,US10053399B2,0,0,0,0,0,0,0,0,0,0,0
337,US5663798A,0,0,0,0,0,0,0,0,0,0,0
338,US9920613B2,0,0,0,0,0,0,0,0,0,0,0
339,US8649904B2,0,0,0,0,0,0,0,0,0,0,0
340,US8914618B2,0,0,0,0,0,0,0,0,0,0,0
341,US9587449B2,0,0,0,0,0,0,0,0,0,0,0
342,US8169623B2,0,0,0,0,0,0,0,0,0,0,0
343,US7001708B1,0,0,0,0,0,0,0,0,0,0,0
344,US7688963B1,0,0,0,0,0,0,0,0,0,0,0
345,US8891467B2,0,1,1,0,1,1,0,0,0,1,0
346,US9451983B2,0,0,0,0,0,0,0,0,0,0,0
347,US9271779B2,0,0,0,0,0,0,0,0,0,0,0
348,US9126701B2,0,0,0,0,0,0,0,0,0,0,0
349,US6628643B1,0,0,0,0,0,0,0,0,0,0,0
350,US9557585B1,0,0,0,0,0,0,0,0,0,0,0
351,US6736702B2,0,0,0,0,0,0,0,0,0,0,0
352,US9627532B2,1,1,1,1,1,1,1,1,1,1,1
353,US5313200A,0,1,1,1,1,0,0,0,0,1,0
354,US7606354B2,0,0,0,0,0,0,0,0,0,0,0
355,US8987033B2,0,0,0,0,0,0,0,0,0,0,0
356,US9075941B2,1,0,1,0,0,1,1,0,1,1,0
357,US9300692B2,0,0,0,0,0,0,0,0,0,0,0
358,US9344337B2,0,0,1,1,0,0,0,0,1,0,1
359,US6894291B2,0,0,0,0,0,0,0,0,0,0,0
360,US9301415B2,0,0,0,0,0,0,0,0,0,0,0
361,US7908076B2,1,1,1,1,1,1,1,1,1,1,1
362,US4885757A,1,1,1,1,1,1,1,1,1,1,1
363,US9013220B2,0,0,0,0,0,0,0,0,0,0,0
364,US8972067B2,0,1,1,1,1,1,0,1,1,1,1
365,US8945478B2,0,0,0,0,0,0,0,0,0,0,0
366,US9994426B1,0,0,0,0,0,0,0,0,0,0,0
367,US9894290B2,0,0,0,0,0,0,0,0,0,0,0
368,US9215968B2,0,0,0,0,0,0,0,0,0,0,0
369,US9138857B2,0,0,0,0,0,0,0,0,0,0,0
370,US9289898B2,0,0,0,0,0,0,0,0,0,0,0
371,US9701012B1,0,0,0,0,0,0,0,0,0,0,0
372,US10087646B2,0,0,0,0,0,0,0,0,0,0,0
373,US9223153B2,0,0,0,0,0,0,0,0,0,0,0
374,US7182105B1,0,0,0,0,0,0,0,0,0,0,0
375,US9812291B2,0,0,0,0,0,0,0,0,0,0,0
376,US9990587B2,1,1,1,1,1,1,1,1,1,1,1
377,US10111667B2,0,0,0,0,0,0,0,0,0,0,0
378,US9396387B2,1,1,1,1,1,1,1,1,1,1,1
379,US7615746B2,1,1,1,1,1,1,1,1,1,1,1
380,US8928988B1,0,0,0,0,0,0,0,0,0,0,0
381,US10015242B2,0,0,0,0,0,0,0,0,0,0,0
382,US10117893B2,0,0,0,0,0,0,0,0,0,0,0
383,US5185164A,0,0,0,0,0,0,0,0,0,0,0
384,US6684130B2,0,0,0,0,0,0,0,0,0,0,0
385,US8842712B2,0,0,0,0,0,0,0,0,0,0,0
386,US9996591B2,0,0,0,0,0,0,0,0,0,0,0
387,US9551808B2,0,0,0,0,0,0,0,0,0,0,0
388,US8686646B2,0,0,0,0,0,0,0,0,0,0,0
389,US9798327B2,1,1,0,0,0,0,0,1,1,1,1
390,US9014199B2,0,0,0,0,0,0,0,0,0,0,0
391,US9605617B2,0,0,0,0,0,0,0,0,0,0,0
392,US9646295B1,0,0,0,0,0,0,0,0,0,0,0
393,US9948802B2,0,0,0,0,0,0,0,0,0,0,0
394,US9614463B2,0,0,0,0,0,0,0,0,0,0,0
395,US8948272B2,0,0,0,0,0,0,0,0,0,0,0
396,US6188757A,0,0,0,0,0,0,0,0,0,0,0
397,US6910195B2,0,0,0,0,0,0,0,0,0,0,0
398,US9308653B2,0,0,0,0,0,0,0,0,0,0,0
399,US5199066A,0,0,0,0,0,0,0,0,0,0,0
